label,text
World,"IRAN, EU TRIO IN COMPLICATED TALKS IN PARIS. PARIS, 5 Nov. (IPS) The Islamic Republic of Iran and its three major European interlocutors are engaged in complicated negotiations over Tehrans controversial nuclear programs since this morning in "
World,"Odd Question on West Bank: Who Is Arafat, Really?. Like so much else they consider beyond their control, Palestinians in Nablus are adjusting to the prospect of Yasir Arafat's death."
World,"Life after Yasser Arafat uncertain. For all the questions raised by last weeks death of Yasser Arafat, one thing is certain: The debate over his legacy is likely to be as polarizing as the conflict that consumed his life."
World,"House Starts Process to Raise Debt Limit (Reuters). Reuters - The U.S. House of Representatives on\Thursday prepared to raise the nation's debt ceiling by  #36;800\billion, taking the new limit to  #36;8.184 trillion."
World,"Hemispheric trade zone stumbles. President Bush spent the weekend in Chile, the only South American nation with a free-trade pact with the US."
World,"Infanticide trials reexamined in Britain. LONDON -- On Nov. 9, Margaret Smith, who was sentenced to life in prison in 2002 for smothering her 4-month-old son, was acquitted at a retrial. She was one of several British mothers who lost one or more children in infancy and were convicted of murder."
World,"Bush Finished Campaign With Millions (AP). AP - President Bush's record campaign fund raising left him with millions of dollars to spare, allowing him to donate  #36;11 million to the Republican Party and even send a few checks to the White House Historical Association."
World,"Kenya #39;s anti-graft drive dismal - survey. Nairobi - Kenya #39;s government had missed its best chance to stamp out rampant corruption and faced a tough task to regain credibility, Transparency International said yesterday on International Anti-corruption Day."
World,Alberta says no to public inquiry into Calgary voting scandal (Canadian Press). Canadian Press - EDMONTON (CP) - Alberta will not hold a public inquiry into allegations that voting fraud took place during Calgary's civic election in October.
Sports,"Phelps, Thorpe Advance in 200 Freestyle (AP). AP - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries."
Sports,"NBC relies on storytelling for continuity. The seven-hour time difference between here and Athens creates strange viewing patterns in NBC's all-Olympics-all-the-time world. As host Bob Costas said in signing off Wednesday at midnight Boston time (7 a.m. Athens time):  quot;Good night, good morning . . . take your choice. quot;"
Sports,"Stanley Cup Vanishes. The Stanley Cup must start to watch its weight. Due to restrictions on weight of luggage, the championship trophy went missing in baggage claim in Vancouver for a while on Sunday."
Sports,Brunell Fits Gibbs Best. Patrick Ramsey's struggles have made Joe Gibbs's starting quarterback decision an easy one.
Sports,"Top jockey Kieren Fallon arrested. Champion jockey Kieren Fallon is among 16 people arrested in an investigation into corruption within horse racing, sources said. Two other jockeys and a trainer were also held in the probe into alleged race fixing."
Sports,"Pace finally signs, practices with Rams. St. Louis, MO (Sports Network) - Offensive tackle Orlando Pace ended his holdout by signing a one-year, \$7.02 million contract with the St."
Sports,Montoya concedes Ferrari were just too good. Juan Pablo Montoya is desperate to win Sunday #39;s Italian GP and would have liked to have started from pole position but the Williams driver admits Rubens Barrichello #39;s flying lap was just too good.
Sports,Eastman rebuffs Sendra jibe. European middleweight champion Howard Eastman has stepped up his war of words ahead of his fight with Spain #39;s Jorge Sendra on 24 September.
Sports,"Boise St. Broncos. EL PASO, Texas (Ticker) -- Boise State got the sort of breaks that come with being a ranked team. The 23rd-ranked Broncos scored a pair of touchdowns on fumble recoveries in the end zone as they rallied for "
Sports,West Indies confident of final win. England: West Indies batsman Ramnaresh Sarwan is confident the West Indies can end a long sequence of failures by winning the ICC Champions Trophy.
Sports,"Golf: Singh fires final round 69 to win third straight event. FARMINGTON, United States : Vijay Singh shot a three-under par 69 to win the 4.2 million dollar PGA event and capture his eighth title of 2004."
Sports,Perfect Barca anxious to keep feet on the ground. Barcelona were keeping their feet on the ground after continuing their perfect start in Champions League Group F with a stylish 3-0 win over Shakhtar Donetsk on Wednesday.
Sports,"Bonds, Suzuki Win Batting Titles (AP). AP - Barry Bonds won his second National League batting title in three seasons and shattered the on-base percentage and walks records he set two years ago."
Sports,"Bank mulls rival proposal for Manchester United. LONDON : The head of a British boutique investment bank, Seymour Pierce, is considering a financial restructuring of Manchester United as a possible rival proposal to a planned takeover by US sports tycoon Malcolm Glazer."
Sports,"Skins #39; house of horrors. The Ravens get three points from their offense but still win, thanks to the Redskins #39; problems on offense and special teams. LANDOVER MD."
Sports,Saha back for Man United. Striker Louis Saha returns to the Manchester United squad for Saturday #39;s game at Birmingham City to give manager Alex Ferguson the choice of four front-line strikers for the first time this season.
Sports,"Venus Williams beats Sprem to reach second round. Venus Williams reached the second round of the Swisscom Challenge with a 6-2, 6-2 victory Tuesday over Karolina Sprem, who upset her in the second round at Wimbledon."
Sports,"French Joubert wins men #39;s figure skating title. Brian Joubert of France won the men #39;s figure skating title Friday at Skate America, finishing with an overall score of 193.46 in Pittsburgh, Pennsylvania."
Sports,"Megson plans to leave West Brom after season. Birmingham, England (Sports Network) - West Bromwich Albion coach Gary Megson will not re-sign with the club when his contract runs out on June 30, 2005."
Sports,"Monty #39;s hopes of winning are distinctly paella in the sky. There has been no shortage of media interest in Colin Montgomerie #39;s new Spanish girlfriend ( quot;Monty Bags Birdie! quot; etc), and the news that she plays off a handicap of 30 has prompted speculation "
Sports,"Forget England, India are No 2, says Merv. MUMBAI: India #39;s form slump may have left fans disappointed and the critics carping, but they found support from an unlikely quarter on Wednesday."
Sports,"NFL Game Summary - Kansas City at Tampa Bay. Warrick Dunn previously held the Tampa Bay record with a 76-yard run against Chicago on December 21, 1997...Green tied Bill Kenney #39;s club record with his 15th 300-yard outing in a Chiefs uniform...Kansas City has scored 132 points over its last three "
Sports,"BCS takes shape as USC, Auburn complete unbeaten seasons. No. 1 USC wasn #39;t at its best, but Reggie Bush was and his two scintillating long TD runs helped the Trojans hold off UCLA 29-24 on Saturday."
Sports,"Hurricanes Strap on the Pads for Tuesday Workout. CORAL GABLES, Fla. - Despite a recent rash of injuries, the University of Miami #39;s 12th-ranked football team conducted a normal Tuesday practice with full-contact work at the Greentree Practice Fields."
Sports,"Hewitt defeats Roddick in Masters Cup semifinals. HOUSTON Lleyton Hewitt sent a deflated Andy Roddick home today with a 6-3, 6-2 victory in the semifinals of the ATP Masters Cup in Houston."
Sports,Wenger Hits Out at Ref. Arsene Wenger accused referee Herbert Fandel of double-standards after Arsenal battled to keep their Champions League hopes alive with nine men in Eindhoven.
Sports,"Eagles roll past Giants by smothering Manning. EAST RUTHERFORD, N.J. -- The Philadelphia Eagles wrapped up a fourth consecutive NFC East title the same way they won the first three -- with an awesome defense that made Eli Manning look like a rookie."
Sports,"Nitties takes second-round Australian PGA lead. Former Australian amateur James Nitties, playing in his fourth professional golf tournament, shot a 7-under-par 65 Friday to take a one-shot lead after two rounds of the Australian PGA."
Sports,"Lakers Beat Nuggets, 99-91 (AP). AP - Kobe Bryant scored the Lakers' first 14 points in the fourth quarter and finished with 42, carrying Los Angeles to a 99-91 victory over the Denver Nuggets on Sunday night."
Sports,"NHL Rejects Union Plan, Talks End Without Contract (Update2). Contract talks broke off today between the National Hockey League and its locked-out players union, leaving the sport a step closer to wiping out its whole season."
Business,"Wall St. Bears Claw Back Into the Black (Reuters). Reuters - Short-sellers, Wall Street's dwindling\band of ultra-cynics, are seeing green again."
Business,"US Web Shoppers #39; Holiday Spending Up. Online consumers in the United States spent \$8.8 billion, excluding travel purchases, in November, a 19 percent jump over the \$7.4 billion spent online a year earlier, a report released on Monday said."
Business,"IPO #39;s Success Doesn #39;t Justify Google #39;s Price. One of the tongue-in-cheek rules that we column-writers have is,  quot;Often wrong, never in doubt. quot; Take a stand, don #39;t duck and weave too much."
Business,Oil Rebounds After Iraq Pipeline Attack.  LONDON (Reuters) - Oil prices rose on Friday as a sabotage  attack on Iraqi oil infrastructure reignited concern about the  reliability of crude exports from the country despite a peace  deal to end an uprising in Najaf.
Business,Dollar Struggles Near Recent Lows.  TOKYO (Reuters) - The dollar struggled near recent lows on  Thursday after soft U.S. manufacturing data failed to dispel  concerns that the U.S. economy may be running out of steam.
Business,"Modest Growth Seen for Calif. Economy - UCLA Study. California #39;s economy will grow at a modest pace this year in an uneven recovery that will chip away at an unemployment rate projected to remain higher than the national average, according to a closely watched economic forecast "
Business,"Depression Drugs, Suicide Linked, Reviewer Says.  BETHESDA, Md. (Reuters) - A U.S. government medical  reviewer told an advisory panel Monday that new findings  confirmed his conclusion months ago that certain  antidepressants increase the chances of suicidal behavior among  children and teens."
Business,"Nortel Says 3rd-Qtr Revenue Will Fall From 2nd Qtr (Update4). Nortel Networks Corp., North America #39;s largest telephone-equipment maker, said third-quarter revenue will fall from the second quarter #39;s \$2."
Business,"Starwood Taps Former Coke Exec as New CEO.  NEW YORK (Reuters) - Steven Heyer, a former top executive  at Coca-Cola who left shortly after being denied the chief  executive slot in May, is set to take the helm of Starwood  Hotels Worldwide, the company said on Tuesday."
Business,"Wall St. Seen Flat at Open as Oil Eyed.  LONDON (Reuters) - Wall Street was expected to start little  changed on Friday as investors continue to fret over the impact  of high oil prices on earnings, while Boeing &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.N&lt;/A&gt; will be  eyed after it reiterated its earnings forecast."
Business,"P and O cuts back Channel ferries in switch from shipping to ports. LONDON : Peninsular and Oriental Steam Navigation Co (P and O) -- the ports, shipping and logistics group -- announced sweeping cuts to its ferry operations to refocus the business in the face of competition from low-cost airlines."
Business,Calif. to Let San Francisco Bridge Bid to Expire. California transportation officials said on Thursday they have decided to allow a \$1.4 billion bid to rebuild part of the San Francisco-Oakland Bay Bridge to expire and to solicit less expensive designs for the over-budget project 
Business,"Crude prices make a retreat. Oil futures retreated below \$50 a barrel yesterday, though analysts said there is enough uncertainty about geopolitics and weather -- and the industry #39;s "
Business,"ECB and Britain leave key interest rates alone. BRUSSELS: Record high oil price pose the biggest threat to the global economic recovery, the European Central Bank said yesterday as it left its key interest rate unchanged at 2 per cent."
Business,"\$136 billion business tax break package gets OK. Congress gave final approval Monday to a 10-year, \$136 billion package of business tax breaks that represents the biggest change in the corporate tax code in two decades "
Business,Apple on a Roll in Q4. Apple Computer saw its shares jump 13 percent after it delivered a strong quarterly earnings report. Sales were propelled by burgeoning demand for the iPod digital-music player.
Business,"Wholesalers post sixth straight monthly sales increase: StatsCan. OTTAWA (CP) - Wholesale sales grew for the sixth consecutive month in August, Statistics Canada says. Sales were up by 0.7 per cent from July in part because of a surge in sales of machinery and electronic equipment."
Business,"Sins of Commissions. State insurance commissioners and the Securities and Exchange Commission joined an ever-widening probe of the insurance industry. Much of the focus remains on Marsh  amp; McLennan , the world #39;s largest insurance "
Business,AirTran to acquire ATA #39;s Chicago gates. AirTran Airways plans to assume the Chicago Midway Airport gate leases and acquire other related assets including takeoff and landing slots at New York #39;s LaGuardia and Washington #39;s Ronald Reagan National airports from ATA Airlines for approximately \$87.
Business,"ADM #39;s Earnings Skyrocket; Stocks Soars. DECATUR, Ill. - Archer Daniels Midland Co., the agribusiness giant, reported a 77 percent increase Friday in its first-quarter earnings, citing significant gains in oilseed and bioproducts processing and feed "
Business,Update 5: Tokyo Stocks Up on Bush Re-Election. Tokyo stocks closed moderately higher Thursday as investors welcomed US President George W. Bush #39;s re-election to a second four-year term.
Business,"FCC expected to exempt VoIP from state rules. The Federal Communications Commission is expected to vote today to exempt Internet-based phone companies from state regulation, a step that could help boost the emerging services."
Business,"Retail Sales Up Slightly as Expected (Reuters). Reuters - U.S. retail sales rose modestly as\expected last month, but the underlying message from the\consumer was strong at the start of the fourth quarter after\record oil prices failed to deter shoppers."
Business,"Motorola to acquire MeshNetworks. Motorola has agreed to buy MeshNetworks, a developer of technology and products for rapidly deployed, self-creating wireless mobile networks."
Business,"Greenspan Warns of Trade Deficit Risk (AP). AP - Swollen trade deficits eventually could threaten the economy by souring foreign appetites to invest in the United States, Federal Reserve Chairman Alan Greenspan warned Friday. The dollar, already sliding, took another nosedive after his remarks."
Business,"Argentina to postpone debt restructure date. The decision is an about-turn for President Nestor Kirchner #39;s administration. As late as Wednesday afternoon, Mr Kirchner appeared determined to go ahead with the government #39;s "
Business,Market Report. A flurry of corporate updates failed to inspire investors today as the FTSE 100 Index slipped back towards the 4700 barrier. Catering group Compass and Rentokil 
Business,"November Job Growth Unexpectedly Weak.  WASHINGTON (Reuters) - The U.S. economy created only  112,000 new jobs in November, the government said on Friday,  about a third of October's total and weak enough to deepen a  shadow of uncertainty hanging over the holiday sales season."
Business,"OPEC Cut Will Be 1 Million Barrels per Day. Iraq isn #39;t part of its quota system -- pump about 1.1 million barrels a day over their agreed 27 million barrels a day target, leaving them room to cut production without adjusting the target."
Business,Film renters applaud change. Customers at the Blockbuster at Grant Street and East Sixth Avenue in Denver welcomed the company #39;s announcement to abandon late fees.
Sci/Tech,"'Madden,' 'ESPN' Football Score in Different Ways (Reuters). Reuters - Was absenteeism a little high\on Tuesday among the guys at the office? EA Sports would like\to think it was because ""Madden NFL 2005"" came out that day,\and some fans of the football simulation are rabid enough to\take a sick day to play it."
Sci/Tech,Where to Dump Your Dead Technology. Office Depot teams with HP to recycle your old electronics gear for free.
Sci/Tech,Cisco to spend 200 million dollars for Internet phone firm (AFP). AFP - Internet networking giant Cisco Systems agreed to acquire closely held Internet protocol service provider P-Cube for 200 million dollars in cash and options.
Sci/Tech,Sweet Revenge May be a Hard-Wired Reward. Scientists have discovered that the sweetness of revenge may have a neurological basis. A Swiss brain imaging study shows that punishing people when they behave unfairly 
Sci/Tech,Briefly: Charter signs 3 phone deals. roundup Plus: Open-source rival to Exchange released...Verizon sets up home in Circuit City...3i's Gagen resigns...Unify updates Java tool.
Sci/Tech,"HP picks up \$55m 7-Eleven contract. Hewlett-Packard said on Friday that it has won a \$55m, five-year contract from retailer 7-Eleven to upgrade the technology at the convenience store chain in the US."
Sci/Tech,Inmates in Charge of Travelzoo. It #39;s official: The lunatic fringe has clearly gotten loose. There really is no other way to explain what #39;s going on with shares at online travel company Travelzoo (Nasdaq: TZOO).
Sci/Tech,Symantec under attack from MyDoom. Antivirus firm Symantec is facing a denial-of-service attack on its Web site from the latest version of the MyDoom worm. Authors of MyDoom.
Sci/Tech,"Via's upcoming processor to be called C7. Via Technologies Inc.'s next generation of desktop microprocessors, based on the Esther processor core, will be called C7, the company said Thursday. Mobile versions of the chip will be called C7-M."
Sci/Tech,"IBM, PeopleSoft form alliance. SAN FRANCISCO -- IBM and PeopleSoft on Tuesday announced that PeopleSoft will standardize its applications on core IBM middleware products and that both companies will market the joint solutions."
Sci/Tech,Samples from Genesis Capsule Sent to Lab. The first solar-wind samples recovered from the crashed Genesis space capsule will be examined by researchers in California. The Genesis crashed earlier this month into Utah #39;s west desert.
Sci/Tech,"First commercial passenger flights into space?. A British multimillionaire, Richard Branson, has just signed a substantial contract with the makers of SpaceShipOne for the development and construction of passenger-carrying space vehicles."
Sci/Tech,General Mills to Make All Cereals Whole Grain. By JOSHUA FREED     MINNEAPOLIS (AP) -- The Trix Rabbit and that Lucky Charms leprechaun are going on a whole-grain diet. General Mills announced Thursday that it will convert all of its breakfast cereals to whole grain...
Sci/Tech,"SpaceShipOne Wins  #36;10 Million Prize with Flight (Reuters). Reuters - The world's first privately\funded manned spacecraft soared to the blackened frontiers of\space for the second time in a week on Monday, setting a new\altitude record and clinching a  #36;10 million prize designed to\spur commercial space travel"
Sci/Tech,After .jpeg it #39;s .doc. Security advisory service Secunia said that it has discovered a highly critical vulnerability in Microsoft Word 2000 and 2002 that can be exploited to cause a denial of service attack and compromise a user #39;s system.
Sci/Tech,"Rojo is Smashing Baby!. \\Since we launched at Web2  last week there has been a log of great feedback\about Rojo .  \\First off is this *great* new Austin Power logo from Constantin Basturea \\Smashing Baby!\\On the subject of eye candy check out the CafePress store  that Chris  put\together.  Very hip indeed!\\I might get this for my girlfriend:\\... and this for my backpack:\\We've been getting a lot of great feedback.  Thanks to everyone  for helping\us out during our beta trial!\\We even have our first Rojo external plugin :\\""My room mate, Dylan Parker, has just released a plugin for FireFox named\JustBlogIt. JustBlogIt is a Mozilla / Firefox extension that allows easy\right-click posting to a weblog. It a ...\\"
Sci/Tech,"Google's Desktop Search is valuable, yet creepy (SiliconValley.com). SiliconValley.com - Google's new Desktop Search software is a muscle car among search engines, racing through personal data stored inside your computer to instantly find things you can't easily locate."
Sci/Tech,"Liberty Alliance holdout IBM ends resistance and joins. IBM is the latest company to join the Liberty Alliance, a global consortium led by Sun Microsystems that is working to develop standards for managing user identities."
Sci/Tech,"Yahoo to start Chennai operations. Chennai: Internet major Yahoo Inc will own a 25-member high-skilled software professional team in Chennai, after it acquired US-based Stata Labs."
Sci/Tech,"Ballmer: Windows TCO the way to go (InfoWorld). InfoWorld - In the face of growing competition from Linux, Microsoft CEO Steve Ballmer delivered a four-page memo to customers on Wednesday outlining the economic and security advantages Windows has over Linux, the potential dangers of open source involving indemnification, and the intent to aggressively convince Unix shops to migrate to Windows."
Sci/Tech,"432-Year Search: Lost Star Found. Danish astronomer Tycho Brahe spotted a new star in the sky on Nov. 11, 1572, and astronomers have been trying ever since to figure out exactly what happened."
Sci/Tech,"Tiger Telematics acquires Integra SP to invest on smartphone. Tiger Telematics Inc acquired the UK headquartered company Integra SP and its real-time front end product AltioLive. This technology will be used to establish its new product line, codenamed Bizmondo."
Sci/Tech,"Analysts Laud British Telecom's Pursuit of Infonet (Ziff Davis). Ziff Davis - Industry analysts say there are many pluses to BT buying Infonet Services, including giving BT more resources to be a more effective global networking player."
Sci/Tech,Symbol upgrades its wireless LAN switch. Symbol Technologies will take an important step in the evolution of the enterprise wireless LAN on Monday with the introduction of its WS 2000 Wireless Switch.
Sci/Tech,"Unlike apes, humans were born to run, study says. There #39;s a new storm in the ranks of anthropologists who try to understand the long and puzzling history of human evolution by studying fossil evidence from millions of years ago."
Sci/Tech,"Google Sued For Unauthorized Links To Proprietary Adult Images. Adult publisher Perfect 10 has sued Google for allegedly making available 800,000 unauthorized links to images of Perfect 10 #39;s nude models, advertising revenue and stealing membership fees."
Sci/Tech,"Hillary Opposed to Highway to South Pole (AP). AP - New Zealander Sir Edmund Hillary, the first man to climb Mount Everest and the first to drive a vehicle to the South Pole, described a U.S. highway to the pole as ""terrible."""
Sci/Tech,"NEC develops multicore cell phone processor. Demo shows the chip running a Java applet, a browser and displaying some video at the same time."
Sci/Tech,"Researcher Warns Male Laptop Users of Infertility Risk (PC World). PC World - Heat generated by notebook use may harm reproductive health, study says."
Sci/Tech,"Yahoo announces mobile deal with Nextel. Yahoo on Tuesday said it will provide mobile Internet services to Nextel Communications, a deal that gives Yahoo relationships with all five leading mobile carriers in the United States."
